0	00:1A:7D:DA:71:13	5.127692	20160715	060550
1	00:1A:7D:DA:71:13	5.126380	20160715	060556
2	00:1A:7D:DA:71:13	5.127088	20160715	060600
3	00:00:00:00:00:00	5.127062	20160715	060610
4	00:00:00:00:00:00	5.127139	20160715	060615
5	00:00:00:00:00:00	5.126221	20160715	060620
6	00:00:00:00:00:00	5.126241	20160715	060626
7	00:00:00:00:00:00	5.126264	20160715	060631
8	00:1D:86:42:DF:0C	5.127052	20160715	060634
9	00:1D:86:42:DF:0C	5.127055	20160715	060639
10	00:00:00:00:00:00	5.127016	20160715	060647
11	00:00:00:00:00:00	5.128375	20160715	060653
12	00:00:00:00:00:00	5.126565	20160715	060658
13	00:00:00:00:00:00	5.126500	20160715	060704
14	00:00:00:00:00:00	5.126454	20160715	060709
15	00:00:00:00:00:00	5.126475	20160715	060714
16	00:00:00:00:00:00	5.126467	20160715	060720
17	00:00:00:00:00:00	5.127350	20160715	060725
18	00:00:00:00:00:00	5.127276	20160715	060730
19	00:00:00:00:00:00	5.126272	20160715	060736
20	00:00:00:00:00:00	5.126415	20160715	060741
21	00:00:00:00:00:00	5.126481	20160715	060747
22	00:00:00:00:00:00	5.127373	20160715	060752
23	00:00:00:00:00:00	5.127029	20160715	060757
24	A4:E4:B8:8B:0B:49	5.127310	20160715	060801
25	00:00:00:00:00:00	5.127358	20160715	060808
26	00:00:00:00:00:00	5.126493	20160715	060814
27	00:00:00:00:00:00	5.126752	20160715	060819
28	00:00:00:00:00:00	5.126237	20160715	060824
29	00:00:00:00:00:00	5.126496	20160715	060830
30	00:00:00:00:00:00	5.126500	20160715	060835
31	00:00:00:00:00:00	5.127313	20160715	060841
32	00:00:00:00:00:00	5.127251	20160715	060846
33	00:00:00:00:00:00	5.128515	20160715	060851
34	00:00:00:00:00:00	5.126468	20160715	060857
35	00:00:00:00:00:00	5.126406	20160715	060902
36	00:00:00:00:00:00	5.126429	20160715	060908
37	00:00:00:00:00:00	5.127202	20160715	060913
38	00:00:00:00:00:00	5.127332	20160715	060918
39	00:00:00:00:00:00	5.127359	20160715	060924
40	6C:76:60:CC:32:0A	5.126219	20160715	060929
41	14:8F:21:80:4C:E9	5.126249	20160715	060933
42	00:00:00:00:00:00	5.126463	20160715	060940
43	00:00:00:00:00:00	5.126183	20160715	060945
44	00:00:00:00:00:00	5.127506	20160715	060951
45	00:00:00:00:00:00	5.127179	20160715	060956
46	00:00:00:00:00:00	5.127303	20160715	061001
47	00:00:00:00:00:00	5.126385	20160715	061007
48	00:00:00:00:00:00	5.126216	20160715	061012
49	00:00:00:00:00:00	5.126472	20160715	061018
50	00:00:00:00:00:00	5.126441	20160715	061023
51	00:00:00:00:00:00	5.126467	20160715	061028
52	00:00:00:00:00:00	5.127340	20160715	061034
53	00:00:00:00:00:00	5.127386	20160715	061039
54	00:00:00:00:00:00	5.127403	20160715	061045
55	00:00:00:00:00:00	5.128425	20160715	061050
56	00:00:00:00:00:00	5.126386	20160715	061055
57	00:00:00:00:00:00	5.126684	20160715	061101
58	00:00:00:00:00:00	5.127065	20160715	061106
59	00:00:00:00:00:00	5.127234	20160715	061112
60	00:00:00:00:00:00	5.127284	20160715	061117
61	00:00:00:00:00:00	5.126928	20160715	061122
62	00:00:00:00:00:00	5.126422	20160715	061128
63	00:00:00:00:00:00	5.126411	20160715	061133
64	00:00:00:00:00:00	5.126463	20160715	061138
65	00:00:00:00:00:00	5.127025	20160715	061144
66	00:00:00:00:00:00	5.127427	20160715	061149
67	00:00:00:00:00:00	5.127233	20160715	061155
68	00:00:00:00:00:00	5.127079	20160715	061200
69	00:00:00:00:00:00	5.126345	20160715	061205
70	00:00:00:00:00:00	5.126295	20160715	061211
71	00:00:00:00:00:00	5.126344	20160715	061216
72	00:00:00:00:00:00	5.126521	20160715	061222
73	00:00:00:00:00:00	5.126901	20160715	061227
74	00:00:00:00:00:00	5.126905	20160715	061232
75	00:00:00:00:00:00	5.127224	20160715	061238
76	00:A0:96:39:6B:8C	5.126223	20160715	061241
77	00:A0:96:39:6B:8C	5.128164	20160715	061247
78	00:A0:96:39:6B:8C	5.126193	20160715	061250
79	00:A0:96:39:6B:8C	5.126221	20160715	061255
80	00:00:00:00:00:00	5.127107	20160715	061305
81	00:00:00:00:00:00	5.127248	20160715	061310
82	00:00:00:00:00:00	5.127271	20160715	061316
83	00:00:00:00:00:00	5.126368	20160715	061321
84	00:00:00:00:00:00	5.126456	20160715	061326
85	00:00:00:00:00:00	5.126346	20160715	061332
86	00:00:00:00:00:00	5.126382	20160715	061337
87	00:00:00:00:00:00	5.127027	20160715	061342
88	00:00:00:00:00:00	5.127206	20160715	061348
89	00:00:00:00:00:00	5.127221	20160715	061353
90	00:00:00:00:00:00	5.126424	20160715	061359
91	00:00:00:00:00:00	5.126204	20160715	061404
92	00:00:00:00:00:00	5.126386	20160715	061409
93	00:00:00:00:00:00	5.126452	20160715	061415
94	00:00:00:00:00:00	5.126460	20160715	061420
95	00:00:00:00:00:00	5.127257	20160715	061426
96	00:00:00:00:00:00	5.127236	20160715	061431
97	00:00:00:00:00:00	5.127286	20160715	061436
98	00:00:00:00:00:00	5.126359	20160715	061442
99	00:00:00:00:00:00	5.127413	20160715	061447
100	00:00:00:00:00:00	5.126363	20160715	061453
101	00:00:00:00:00:00	5.127095	20160715	061458
102	FC:62:B9:F7:5F:8F	5.127296	20160715	061459
103	00:00:00:00:00:00	5.126967	20160715	061509
104	00:00:00:00:00:00	5.127238	20160715	061514
105	00:00:00:00:00:00	5.126346	20160715	061520
106	00:00:00:00:00:00	5.126360	20160715	061525
107	00:00:00:00:00:00	5.126379	20160715	061530
108	00:00:00:00:00:00	5.126426	20160715	061536
109	00:00:00:00:00:00	5.127263	20160715	061541
110	00:00:00:00:00:00	5.127411	20160715	061546
111	00:00:00:00:00:00	5.127134	20160715	061552
112	00:00:00:00:00:00	5.126116	20160715	061557
113	00:00:00:00:00:00	5.126408	20160715	061603
114	00:00:00:00:00:00	5.126199	20160715	061608
115	00:00:00:00:00:00	5.126365	20160715	061613
116	00:00:00:00:00:00	5.127207	20160715	061619
117	00:00:00:00:00:00	5.127222	20160715	061624
118	00:00:00:00:00:00	5.127054	20160715	061630
119	00:00:00:00:00:00	5.126342	20160715	061635
120	00:00:00:00:00:00	5.126408	20160715	061640
121	00:00:00:00:00:00	5.127406	20160715	061646
122	00:A0:96:39:69:92	5.126219	20160715	061650
123	00:A0:96:39:69:92	5.126398	20160715	061653
124	00:A0:96:39:69:92	5.127141	20160715	061657
125	00:A0:96:39:69:92	5.126732	20160715	061706
126	00:00:00:00:00:00	5.126192	20160715	061713
127	00:A0:96:39:69:92	5.126326	20160715	061714
128	00:00:00:00:00:00	5.126822	20160715	061723
129	00:00:00:00:00:00	5.126446	20160715	061729
130	00:00:00:00:00:00	5.126485	20160715	061734
131	00:00:00:00:00:00	5.127340	20160715	061740
132	00:00:00:00:00:00	5.127566	20160715	061745
133	00:00:00:00:00:00	5.127072	20160715	061750
134	00:00:00:00:00:00	5.126192	20160715	061756
135	00:00:00:00:00:00	5.126451	20160715	061801
136	00:00:00:00:00:00	5.126442	20160715	061807
137	00:00:00:00:00:00	5.127093	20160715	061812
138	00:00:00:00:00:00	5.127013	20160715	061817
139	00:00:00:00:00:00	5.127203	20160715	061823
140	00:00:00:00:00:00	5.127179	20160715	061828
141	00:00:00:00:00:00	5.126382	20160715	061834
142	00:00:00:00:00:00	5.126449	20160715	061839
143	00:00:00:00:00:00	5.127471	20160715	061844
144	00:00:00:00:00:00	5.126323	20160715	061850
145	00:00:00:00:00:00	5.127245	20160715	061855
146	00:00:00:00:00:00	5.127208	20160715	061901
147	00:00:00:00:00:00	5.127096	20160715	061906
148	00:00:00:00:00:00	5.126146	20160715	061911
149	00:00:00:00:00:00	5.126342	20160715	061917
150	00:00:00:00:00:00	5.126372	20160715	061922
151	00:00:00:00:00:00	5.126386	20160715	061927
152	00:00:00:00:00:00	5.127209	20160715	061933
153	00:00:00:00:00:00	5.127123	20160715	061938
154	00:00:00:00:00:00	5.128385	20160715	061944
155	00:00:00:00:00:00	5.126329	20160715	061949
156	00:00:00:00:00:00	5.126278	20160715	061954
157	00:00:00:00:00:00	5.126121	20160715	062000
158	78:61:7C:55:77:CE	5.126310	20160715	062001
159	78:61:7C:55:77:CE	5.125666	20160715	062007
160	00:17:53:5A:41:69	5.126788	20160715	062012
160	78:61:7C:55:77:CE	5.126788	20160715	062015
161	78:61:7C:55:77:CE	5.126473	20160715	062017
162	00:00:00:00:00:00	5.126408	20160715	062027
163	00:00:00:00:00:00	5.126055	20160715	062032
164	00:00:00:00:00:00	5.126374	20160715	062038
165	00:00:00:00:00:00	5.127448	20160715	062043
166	00:00:00:00:00:00	5.126399	20160715	062048
167	00:00:00:00:00:00	5.127225	20160715	062054
168	00:00:00:00:00:00	5.127224	20160715	062059
169	00:00:00:00:00:00	5.127285	20160715	062105
170	00:00:00:00:00:00	5.126254	20160715	062110
171	00:00:00:00:00:00	5.126449	20160715	062115
172	00:00:00:00:00:00	5.126394	20160715	062121
173	00:00:00:00:00:00	5.126352	20160715	062126
174	00:00:00:00:00:00	5.127283	20160715	062131
175	00:00:00:00:00:00	5.127242	20160715	062137
176	00:00:00:00:00:00	5.128183	20160715	062142
177	00:00:00:00:00:00	5.126355	20160715	062148
178	00:00:00:00:00:00	5.125997	20160715	062153
179	00:00:00:00:00:00	5.126369	20160715	062158
180	00:00:00:00:00:00	5.126312	20160715	062204
181	00:00:00:00:00:00	5.127247	20160715	062209
182	00:00:00:00:00:00	5.127309	20160715	062215
183	00:00:00:00:00:00	5.127058	20160715	062220
184	00:00:00:00:00:00	5.126448	20160715	062225
185	00:00:00:00:00:00	5.126445	20160715	062231
186	00:00:00:00:00:00	5.126406	20160715	062236
187	00:00:00:00:00:00	5.127458	20160715	062242
188	00:00:00:00:00:00	5.126423	20160715	062247
189	00:00:00:00:00:00	5.127019	20160715	062252
190	00:00:00:00:00:00	5.127219	20160715	062258
191	00:00:00:00:00:00	5.126328	20160715	062303
192	00:00:00:00:00:00	5.126335	20160715	062309
193	00:00:00:00:00:00	5.126884	20160715	062314
194	00:00:00:00:00:00	5.126408	20160715	062319
195	00:00:00:00:00:00	5.126385	20160715	062325
196	00:00:00:00:00:00	5.127224	20160715	062330
197	00:00:00:00:00:00	5.127232	20160715	062335
198	00:00:00:00:00:00	5.127505	20160715	062341
199	00:00:00:00:00:00	5.126369	20160715	062346
200	00:00:00:00:00:00	5.126339	20160715	062352
201	00:00:00:00:00:00	5.126380	20160715	062357
202	A4:E4:B8:8B:0B:49	5.127023	20160715	062359
203	00:00:00:00:00:00	5.127038	20160715	062408
204	00:00:00:00:00:00	5.127278	20160715	062413
205	00:00:00:00:00:00	5.127287	20160715	062419
206	00:00:00:00:00:00	5.126230	20160715	062424
207	00:00:00:00:00:00	5.126464	20160715	062429
208	00:00:00:00:00:00	5.126881	20160715	062435
209	00:00:00:00:00:00	5.127548	20160715	062440
210	00:00:00:00:00:00	5.126507	20160715	062446
211	00:00:00:00:00:00	5.127262	20160715	062451
212	00:00:00:00:00:00	5.127197	20160715	062456
213	00:00:00:00:00:00	5.126370	20160715	062502
214	00:00:00:00:00:00	5.126470	20160715	062507
215	00:00:00:00:00:00	5.126331	20160715	062513
216	00:00:00:00:00:00	5.127085	20160715	062518
217	00:00:00:00:00:00	5.126437	20160715	062523
218	00:00:00:00:00:00	5.127248	20160715	062529
219	00:00:00:00:00:00	5.127173	20160715	062534
220	00:00:00:00:00:00	5.128427	20160715	062539
221	10:C6:FC:53:2E:0B	5.126371	20160715	062542
222	10:C6:FC:53:2E:0B	5.126201	20160715	062547
223	00:00:00:00:00:00	5.126237	20160715	062556
224	10:C6:FC:53:2E:0B	5.127216	20160715	062559
225	10:C6:FC:53:2E:0B	5.126915	20160715	062604
226	10:C6:FC:53:2E:0B	5.127102	20160715	062608
227	10:C6:FC:53:2E:0B	5.125897	20160715	062613
227	E8:B4:C8:9D:FB:E3	5.125897	20160715	062615
228	E8:B4:C8:9D:FB:E3	5.126607	20160715	062618
229	00:00:00:00:00:00	5.126150	20160715	062628
230	00:00:00:00:00:00	5.126260	20160715	062633
231	00:00:00:00:00:00	5.127347	20160715	062639
232	00:00:00:00:00:00	5.127142	20160715	062644
233	00:00:00:00:00:00	5.127169	20160715	062650
234	00:00:00:00:00:00	5.127295	20160715	062655
235	00:00:00:00:00:00	5.126334	20160715	062700
236	00:00:00:00:00:00	5.126368	20160715	062706
237	00:00:00:00:00:00	5.126311	20160715	062711
238	00:00:00:00:00:00	5.126342	20160715	062717
239	00:00:00:00:00:00	5.127092	20160715	062722
240	00:00:00:00:00:00	5.126912	20160715	062727
241	A4:E4:B8:8B:0B:49	5.127172	20160715	062729
242	00:08:30:17:7A:14	5.127034	20160715	062736
243	A4:E4:B8:8B:0B:49	5.126185	20160715	062741
243	00:08:30:17:7A:14	5.126185	20160715	062743
244	00:08:30:17:7A:14	5.125771	20160715	062747
245	00:00:00:00:00:00	5.126403	20160715	062754
246	00:00:00:00:00:00	5.126442	20160715	062800
247	00:00:00:00:00:00	5.126987	20160715	062805
248	00:00:00:00:00:00	5.127222	20160715	062810
249	00:00:00:00:00:00	5.125848	20160715	062816
250	00:00:00:00:00:00	5.126522	20160715	062821
251	00:00:00:00:00:00	5.126486	20160715	062827
252	00:00:00:00:00:00	5.127058	20160715	062832
253	00:00:00:00:00:00	5.127293	20160715	062837
254	00:00:00:00:00:00	5.127190	20160715	062843
255	00:00:00:00:00:00	5.127270	20160715	062848
256	00:00:00:00:00:00	5.126419	20160715	062854
257	00:00:00:00:00:00	5.126354	20160715	062859
258	00:00:00:00:00:00	5.126326	20160715	062904
259	00:00:00:00:00:00	5.126382	20160715	062910
260	00:00:00:00:00:00	5.127194	20160715	062915
261	00:00:00:00:00:00	5.127314	20160715	062921
262	00:00:00:00:00:00	5.127168	20160715	062926
263	00:00:00:00:00:00	5.126469	20160715	062931
264	00:00:00:00:00:00	5.128534	20160715	062937
265	00:00:00:00:00:00	5.126268	20160715	062942
266	00:00:00:00:00:00	5.126971	20160715	062947
267	00:00:00:00:00:00	5.126354	20160715	062953
268	00:00:00:00:00:00	5.127308	20160715	062958
269	00:00:00:00:00:00	5.127224	20160715	063004
270	00:00:00:00:00:00	5.127317	20160715	063009
271	A4:E4:B8:8B:0B:49	5.126407	20160715	063011
272	00:00:00:00:00:00	5.126903	20160715	063020
273	00:00:00:00:00:00	5.126354	20160715	063025
274	00:00:00:00:00:00	5.126376	20160715	063031
275	00:00:00:00:00:00	5.127277	20160715	063036
276	00:00:00:00:00:00	5.127215	20160715	063041
277	00:00:00:00:00:00	5.127303	20160715	063047
278	00:00:00:00:00:00	5.126396	20160715	063052
279	00:00:00:00:00:00	5.126372	20160715	063058
280	00:00:00:00:00:00	5.126367	20160715	063103
281	00:00:00:00:00:00	5.126323	20160715	063108
282	00:00:00:00:00:00	5.127224	20160715	063114
283	00:00:00:00:00:00	5.127234	20160715	063119
284	00:00:00:00:00:00	5.127348	20160715	063125
285	00:00:00:00:00:00	5.126364	20160715	063130
286	00:00:00:00:00:00	5.128419	20160715	063135
287	00:00:00:00:00:00	5.126441	20160715	063141
288	00:00:00:00:00:00	5.126294	20160715	063146
289	00:00:00:00:00:00	5.127242	20160715	063151
290	00:00:00:00:00:00	5.127254	20160715	063157
291	00:00:00:00:00:00	5.127006	20160715	063202
292	00:17:53:74:AA:D5	5.126370	20160715	063205
293	00:00:00:00:00:00	5.126371	20160715	063213
